City,Industry,Average_Salary
Muncie,"Education (Higher Education)",59000.0000
Munich,"Accounting, Banking & Finance",67000.0000
Munich,Biotech,72000.0000
Munich,"Business or Consulting",70000.0000
Munich,Computing/Tech,73633.3333
Munich,"Engineering or Manufacturing",77333.3333
Munich,Insurance,103333.3333
Munich,"Marketing, Advertising & PR",27516.5000
Munich,"Media & Digital",57900.0000
Munich,Pharmaceutical,125000.0000
Munich,Retail,83000.0000
Munich,Sales,90000.0000
"Munich ","Accounting, Banking & Finance",120000.0000
"Munich ","Engineering or Manufacturing",85000.0000
"Munich ",Insurance,34800.0000
Munster,Computing/Tech,61100.0000
Munster,"Transport or Logistics",20400.0000
Murfreesboro,"Business or Consulting",67000.0000
Murfreesboro,Computing/Tech,36550.0000
Murfreesboro,"Engineering or Manufacturing",44000.0000
Murfreesboro,Unknown,47000.0000
"Murfreesboro ","Health care",72000.0000
"Murfreesboro ",Nonprofits,45000.0000
"Murfreesboro ",Unknown,87509.0000
Murray,"Health care",78000.0000
Murray,"Marketing, Advertising & PR",60000.0000
Murray,"Mental health",73611.0000
Murray,Retail,17472.0000
Murrieta,"Health care",100000.0000
Muscatine,"Accounting, Banking & Finance",50500.0000
Muskegon,"Accounting, Banking & Finance",91500.0000
Muskegon,"Education (Primary/Secondary)",53670.0000
Mystic,Nonprofits,22000.0000
Naas,Retail,30000.0000
Nairobi,"Education (Primary/Secondary)",56000.0000
Nairobi,"Rural electrification",60000.0000
Nairobi,"Transport or Logistics",15000.0000
Nampa,Insurance,25500.0000
Nanaimo,Construction,80000.0000
Nanaimo,Environmental,72000.0000
Nanaimo,"Government and Public Administration",142000.0000
"Nanaimo ","Utilities & Telecommunications",95000.0000
Nantes,Computing/Tech,37000.0000
Nanticoke,Manufacturing,29640.0000
Nantucket,"Hospitality & Events",125000.0000
Napa,"Government and Public Administration",55700.0000
Napa,Wine,105000.0000
"Napa ","Hospitality & Events",91780.0000
Naperville,Computing/Tech,114000.0000
Naperville,Insurance,59000.0000
Naperville,Law,70000.0000
Naperville,"Research and Development",113000.0000
Naperville,Retail,33000.0000
Naperville,"Transport or Logistics",104000.0000
"Naperville ","Accounting, Banking & Finance",76000.0000
"Naperville ","Hospitality & Events",65000.0000
"Naperville ",Law,115000.0000
Napier,Computing/Tech,75000.0000
Naples,Computing/Tech,72000.0000
Naples,"Hospitality & Events",98500.0000
Naples,"Law Enforcement & Security",50000.0000
Naples,"Property or Construction",69000.0000
"Naples ","Health care",50000.0000
Narnia,"Marketing, Advertising & PR",100000.0000
Narragansett,"Engineering or Manufacturing",116000.0000
Narragansett,Retail,34000.0000
Nashua,"Accounting, Banking & Finance",115000.0000
Nashua,Computing/Tech,134000.0000
Nashua,"Education (Higher Education)",46000.0000
Nashua,"Engineering or Manufacturing",88000.0000
Nashua,"Government and Public Administration",58000.0000
Nashua,"Health care",54000.0000
Nashua,Library,77990.0000
Nashua,"Media & Digital",88000.0000
Nashua,Sales,50500.0000
Nashville,"Accounting, Banking & Finance",66000.0000
Nashville,"Business or Consulting",82850.0000
Nashville,Computing/Tech,101151.4286
Nashville,"Education (Higher Education)",59649.1667
Nashville,"Education (Primary/Secondary)",57797.6000
Nashville,"Engineering or Manufacturing",78333.3333
Nashville,Entertainment,59000.0000
Nashville,"Government and Public Administration",71783.4000
Nashville,"Health care",99000.0000
Nashville,"Hospitality & Events",72333.3333
Nashville,Insurance,99833.3333
Nashville,Law,88300.1250
Nashville,Manufacturing,66250.0000
Nashville,"Marketing, Advertising & PR",61720.0000
Nashville,"Media & Digital",77000.0000
Nashville,Nonprofits,55227.5000
Nashville,"Property or Construction",56640.0000
Nashville,Recruitment,31824.0000
Nashville,Retail,32656.0000
Nashville,Sales,55000.0000
Nashville,"Social Work",60500.0000
Nashville,"Transport or Logistics",44267.0000
Nashville,Unknown,47000.0000
Nashville,"Utilities & Telecommunications",58000.0000
Nashville,Wholesale,62000.0000
"Nashville ","Accounting, Banking & Finance",105000.0000
"Nashville ",Computing/Tech,110000.0000
"Nashville ","Engineering or Manufacturing",48500.0000
"Nashville ","Food Manufacturing",60000.0000
"Nashville ","Government and Public Administration",37000.0000
"Nashville ",Insurance,49350.0000
"Nashville ",Nonprofits,60000.0000
"Nashville ","Property or Construction",45000.0000
"Nashville ",Recruitment,55000.0000
"Nashville ",Sales,94000.0000
"Nashville ","Utilities & Telecommunications",62400.0000
"Nashville metro area",Computing/Tech,116500.0000
"Nashville Metro Area","Government and Public Administration",92000.0000
Nassau,"Corporate sustainability ",66000.0000
Nassau,"Health care",50000.0000
Natick,Computing/Tech,124875.0000
Natick,"Drug development ",147000.0000
Natick,"Engineering or Manufacturing",112000.0000
Nauvoo,"Education (Primary/Secondary)",42000.0000
"Naval Base","Government and Public Administration",98765.0000
"NE Ohio","Education (Primary/Secondary)",67000.0000
"Near Albany",Communications,39520.0000
"Near Boston","Health care",75000.0000
"Near Chicago",Retail,112900.0000
"Near Indianapolis ","Education (Higher Education)",62000.0000
"Near LA","Education (Higher Education)",78000.0000
"Near Manchester","Child Care",10000.0000
"Near Salt Lake ",Library,72807.0000
"Near Seattle","Property or Construction",52000.0000
Needham,"Consumer Goods",106000.0000
Needham,"Education (Higher Education)",79500.0000
Needham,"Education (Primary/Secondary)",80000.0000
Needham,Marketing,114000.0000
Needham,"Marketing, Advertising & PR",69000.0000
Needham,Nonprofits,43700.0000
Neenah,"Engineering or Manufacturing",75000.0000
Neenah,"Health care",130000.0000
Neenah,"Marketing, Advertising & PR",37000.0000
Nelson,"Engineering or Manufacturing",60000.0000
"Nelson ",Retail,45760.0000
Neopit,"Education (Primary/Secondary)",60000.0000
"Neptune Beach","Accounting, Banking & Finance",125000.0000
"Neptune Beach","Health care",68640.0000
Nevada,"Agriculture or Forestry",102000.0000
Nevada,Law,52000.0000
"New albany","Accounting, Banking & Finance",25000.0000
"New Albany",Computing/Tech,117000.0000
"New Albany",Library,46500.0000
"New Bedford",Nonprofits,62000.0000
"New Berlin","Bioscience Company",47500.0000
"New Berlin","Marketing, Advertising & PR",38480.0000
"New Bern",Computing/Tech,130000.0000
"New Braunfels",Sales,42000.0000
"New Brighton ","Support  professional",32280.0000
"New Britain","Health care",66127.0000
"New Britain","Social Work",50500.0000
"New Brunswick",Accessibility,74000.0000
"New Brunswick","Accounting, Banking & Finance",75000.0000
"New Brunswick","Education (Higher Education)",28000.0000
"New Brunswick",Nonprofits,41500.0000
"New Brunswick ",Computing/Tech,72100.0000
"New Brunswick ","Education (Higher Education)",91000.0000
"New Brunswick ","Health care",43680.0000
"New Bruswick","Education (Higher Education)",62000.0000
"New Castle","Business or Consulting",149990.0000
"New Castle",Computing/Tech,65000.0000
"New Castle","Education (Higher Education)",54000.0000
"New City",Nonprofits,94000.0000
"New concord ","Education (Higher Education)",75000.0000
"New Glarus","Leisure, Sport & Tourism",58000.0000
"New Haven",Academic,50000.0000
"New haven",Biotech,95000.0000
"New Haven",Computing/Tech,127066.6667
"New Haven","Education (Higher Education)",69540.0588
"New Haven","Education (Primary/Secondary)",57250.0000
"New Haven",Fundraising,82000.0000
"New haven","Health care",70000.0000
"New Haven","Marketing, Advertising & PR",70000.0000
"New Haven",Nonprofits,48000.0000
"New Haven",Philanthropy,55000.0000
"New Hope","Accounting, Banking & Finance",60000.0000
"New Hope","Health care",70700.0000
"New Hyde park ",Insurance,80000.0000
"New Jersey","Consumer Goods",75000.0000
"New Jersey","Health care",148000.0000
"New Kensington","Supply Chain",56000.0000
"New Lenox","Health care",60000.0000
"New London","Media & Digital",41000.0000
"New London ","Engineering or Manufacturing",105000.0000
"New Orleans","Accounting, Banking & Finance",91000.0000
"New Orleans","Business or Consulting",82000.0000
"New Orleans",Computing/Tech,82643.3333
"New Orleans","Education (Higher Education)",53936.3636
"New Orleans","Education (Primary/Secondary)",78500.0000
"New Orleans","Engineering or Manufacturing",170000.0000
"New Orleans",Entertainment,150000.0000
"New Orleans","Government and Public Administration",62500.0000
"New Orleans","Health care",62100.0000
"New Orleans",Horticulture,37440.0000
"New Orleans","Hospitality & Events",52000.0000
"New Orleans",Law,83250.0000
"New Orleans","Law Enforcement & Security",26325.0000
"New Orleans","Leisure, Sport & Tourism",86000.0000
"New Orleans","Marketing, Advertising & PR",47166.6667
"New Orleans",Nonprofits,45000.0000
"New Orleans","Property or Construction",45000.0000
"New Orleans","Public Health Research",50500.0000
"New Orleans","Real Estate",95000.0000
"New Orleans",Retail,70000.0000
"New Orleans",Sales,75000.0000
"New Orleans","Social Work",67500.0000
"New Orleans","Utilities & Telecommunications",62000.0000
"New Orleans ","Business or Consulting",80000.0000
"New Orleans ","Engineering or Manufacturing",135000.0000
"New orleans ","Government and Public Administration",56000.0000
"New Orleans ","Health care",123000.0000
"New Orleans ",Law,38000.0000
"New Orleans ",Manufacturing,110000.0000
"New Orleans ","Marketing, Advertising & PR",35000.0000
"New Orleans ",Nonprofits,118000.0000
"New Orleans ","Social Work",56000.0000
"New Paltz","Accounting, Banking & Finance",39000.0000
"New Paltz",Retail,33000.0000
"New Plymouth",Computing/Tech,110000.0000
"New Plymouth",Law,115000.0000
"New Tecumseth","Government and Public Administration",60000.0000
"New Ulm","Accounting, Banking & Finance",62000.0000
"New Ulm",Law,42000.0000
"New Westminster ","Health care",47000.0000
"New York",Academic,80000.0000
"New York","Accounting, Banking & Finance",106145.4479
"New York",Administration,40000.0000
"New York","Agriculture or Forestry",80000.0000
"New York",Apparel,66000.0000
"New York",Architecture,85680.0000
"New York",Archives,65000.0000
"New York","Art & Design",78516.0000
"New York",Beauty,83700.0000
"New York",Beverage,40000.0000
"New York",Biology,40000.0000
"New York",Biotech,135000.0000
"New York","Book Publishing",57100.0000
"New York","Business or Consulting",108362.7907
"New York",Computing/Tech,118829.2796
"New York",Construction,80000.0000
"New York",Consulting,135000.0000
"New York","Digital Marketing",50000.0000
"New York","E-Commerce ",86960.0000
"New York","Education (Higher Education)",83929.2805
"New York","Education (Primary/Secondary)",80320.2692
"New York","Engineering or Manufacturing",92533.3333
"New York",Entertainment,73107.1875
"New York","Environmental Consulting",57900.0000
"New York","Executive Search",95000.0000
"New York","Family Office",125000.0000
"New York",Fashion,115000.0000
"New York",Finance,127000.0000
"New York",Fintech,62500.0000
"New York","Fitness and Entertainment",75000.0000
"New York","Government and Public Administration",90714.2045
"New York","Government Relations",65000.0000
"New York","Health care",96259.5192
"New York","Hospitality & Events",81036.0000
"New York",Insurance,117379.5385
"New York",Journalism,45000.0000
"New York",Landscaping,82000.0000
"New York",Law,86258.7091
"New York","Leisure, Sport & Tourism",122000.0000
"New York",Library,65456.6667
"New York",Lobbying,75000.0000
"New York","Luxury Fashion",68000.0000
"New York",Manufacturing,114240.0000
"New York",Marketing,91500.0000
"New York","Marketing, Advertising & PR",105045.1837
"New York","Media & Digital",88991.9080
"New York",Medical,75950.0000
"New York",Museum,35360.0000
"New York",Music,58000.0000
"New York",Nonprofits,82844.7764
"New York","Online education",75000.0000
"New York",Pharmaceutical,110000.0000
"New York",Philanthropy,67850.0000
"New York","Political Campaigns",42000.0000
"New York",Politics,84000.0000
"New York","Private Equity",138000.0000
"New York","Professional Services",140000.0000
"New York","Property or Construction",88750.0000
"New York","Public Health Research",72000.0000
"New York","Public Library",57682.7500
"New York",Publishing,60076.6667
"New York","Real Estate",101666.6667
"New York",Recruitment,91835.1304
"New York","Religion ",58000.0000
"New York",Research,58500.0000
"New York",Restaurant,118000.0000
"New York","Restaurant/Food Service",35360.0000
"New York",Retail,82172.7273
"New York",Sales,67868.8889
"New York","Social Work",60206.2500
"New York","Staffing agency",73500.0000
"New York","State-level public transportation agency",116000.0000
"New York","Tailoring Service",35360.0000
"New York",Translation,59000.0000
"New York","Transport or Logistics",88705.5556
"New York",Unknown,125000.0000
"New York","Utilities & Telecommunications",123666.6667
"New York","Video games",90000.0000
"New York",Wholesale,38000.0000
"New York",Wine,85000.0000
"New York ","Accounting, Banking & Finance",115000.0000
"New York ","Business or Consulting",110000.0000
"New York ",Computing/Tech,154000.0000
"New York ","Health care",86000.0000
"New York ",Nonprofits,32000.0000
"New York ",Sales,117500.0000
"New York City Suburbs","Education (Primary/Secondary)",100000.0000
"New York Metro",Academic,73000.0000
"New York Metro","Education (Higher Education)",68000.0000
"New York Metro","Engineering or Manufacturing",118000.0000
"New York Suburb",Nonprofits,96075.0000
"New Yorkshire",Computing/Tech,60000.0000
Newberg,"Accounting, Banking & Finance",125000.0000
Newberg,Computing/Tech,75000.0000
Newberg,"Education (Primary/Secondary)",73858.0000
Newberg,"Social Work",42000.0000
Newbury,"Social Work",25000.0000
Newburyport,Law,95000.0000
Newburyport,"Print Publishing",61360.0000
"Newburyport ","Government and Public Administration",105426.0000
Newcastle,Computing/Tech,51750.0000
Newcastle,"Education (Primary/Secondary)",78938.5000
newcastle,"Engineering or Manufacturing",30000.0000
Newcastle,"Government and Public Administration",19300.0000
Newcastle,"Health care",47500.0000
Newcastle,Marketing,21000.0000
Newcastle,Nonprofits,78000.0000
Newcastle,"Property or Construction",30000.0000
Newcastle,"Social Work",75000.0000
"Newcastle ","Accounting, Banking & Finance",32250.0000
"Newcastle ",Computing/Tech,44000.0000
"Newcastle ","Government and Public Administration",35950.0000
"Newcastle ","Media & Digital",33000.0000
"Newcastle upon Tyne","Accounting, Banking & Finance",27000.0000
"Newcastle upon Tyne",Computing/Tech,66500.0000
"Newcastle Upon Tyne","Engineering or Manufacturing",54000.0000
"Newcastle upon Tyne","Government and Public Administration",34088.0000
"Newcastle upon Tyne","Marketing, Advertising & PR",35000.0000
"Newcastle upon Tyne","Property or Construction",35000.0000
"Newcastle upon Tyne ","Business or Consulting",29000.0000
"Newcastle upon Tyne ",Computing/Tech,32000.0000
"Newcastle upon Tyne ","Government and Public Administration",35000.0000
Newnan,"Education (Primary/Secondary)",64000.0000
Newnan,"Property or Construction",29120.0000
Newport,Computing/Tech,36027.0000
Newport,"Education (Higher Education)",127000.0000
Newport,"Food Manufacturing",110000.0000
Newport,"Government and Public Administration",68666.6667
Newport,"Health care",50650.0000
Newport,"Public Library",63000.0000
Newport,Recruitment,28080.0000
"Newport ","Engineering or Manufacturing",93000.0000
"Newport Beach","Environmental Consulting",62500.0000
"Newport Beach",Law,120000.0000
"Newport News","Education (Higher Education)",62500.0000
"Newport News","Health care",26250.0000
"Newport News",Nonprofits,75000.0000
Newton,Computing/Tech,57500.0000
Newton,"Education (Primary/Secondary)",39485.5000
Newton,"Health care",59266.6667
Newton,Law,71000.0000
Newton,"Marketing, Advertising & PR",75000.0000
Newton,Nonprofits,110000.0000
Newton,Recruitment,56000.0000
Newton,Retail,84300.0000
Newton,Unknown,37400.0000
"Newton ","Writing and journalism ",56000.0000
"Newton Falls","Education (Primary/Secondary)",35360.0000
"Newton Poppleford",Computing/Tech,47000.0000
Newtown,"Accounting, Banking & Finance",100000.0000
"Newtown Square",Nonprofits,35000.0000
"Newtown Square","Public Library",48000.0000
"Niagara Falls",Law,43000.0000
"Niagara Falls",Retail,46800.0000
"Niagara Region",Retail,57000.0000
Nicosia,"Business or Consulting",21450.0000
Nijmegen,"Engineering or Manufacturing",51840.0000
Niles,"Health care",40000.0000
Niles,"Marketing, Advertising & PR",90000.0000
Niles,"Media & Digital",35500.0000
Noble,Publishing,83500.0000
Noblesville,"Government and Public Administration",37440.0000
Noida,"Business or Consulting",10.0000
Nola,Military,55000.0000
"Norco ","Education (Primary/Secondary)",90757.0000
Norcross,Automotive,87500.0000
Norcross,"Marketing, Advertising & PR",85000.0000
Norfolk,"Accounting, Banking & Finance",90308.2500
Norfolk,"Defense Contractor",98500.0000
Norfolk,"Education (Higher Education)",66000.0000
Norfolk,"Education (Primary/Secondary)",46500.0000
Norfolk,"Engineering or Manufacturing",70000.0000
Norfolk,"Government and Public Administration",90000.0000
Norfolk,"Health care",65000.0000
Norfolk,Law,61000.0000
Norfolk,Library,52000.0000
Norfolk,"Marketing, Advertising & PR",75100.0000
Norfolk,Nonprofits,35965.0000
Norfolk,Recruitment,40000.0000
Norfolk,Retail,67000.0000
"Norfolk ",Environmental,86700.0000
Norman,"Accounting, Banking & Finance",25000.0000
Norman,"Business or Consulting",54000.0000
Norman,"Education (Higher Education)",50714.2857
Norman,"Government and Public Administration",37000.0000
Norman,"Marketing, Advertising & PR",50000.0000
Norman,Nonprofits,42000.0000
Norman,Retail,18000.0000
"Norman ","Government and Public Administration",40367.0000
Norristown,Nonprofits,44000.0000
Norristown,"Property or Construction",47000.0000
North,"Accounting, Banking & Finance",69000.0000
"North Adams","Health care",52000.0000
"North Andover","Business or Consulting",57000.0000
"North Andover","Health care",43680.0000
"North Andover","Marketing, Advertising & PR",52000.0000
"North Bay","Agriculture or Forestry",39520.0000
"North Bay","Health care",100050.0000
"North Bay","Social Work",50000.0000
"North Bergen",Fashion,65000.0000
"North Brunswick ",Nonprofits,70000.0000
"North Canton ","Property or Construction",35000.0000
"North Cape",Nonprofits,112000.0000
"North Carolina","Education (Higher Education)",150000.0000
"North Carolina",Nonprofits,50000.0000
"North Charleston","Engineering or Manufacturing",89000.0000
"North Chicago","Engineering or Manufacturing",94000.0000
"North Chicago","Health care",101666.6667
"North Chicago ","Health care",75000.0000
"North Clarendon",Retail,28000.0000
"North Coast","Business or Consulting",73216.0000
"North East","Agriculture or Forestry",17000.0000
"North East","Summer camp",52000.0000
"North East ","Accounting, Banking & Finance",36400.0000
"North Fort Myers ","Utilities & Telecommunications",50876.0000
"North Georgia","Health care",30475.0000
"North Haven","Engineering or Manufacturing",92737.5000
"North Hempstead",Computing/Tech,100000.0000
"North Jersey","Engineering or Manufacturing",61750.0000
"North Kingstown ",Manufacturing,82500.0000
"North Mankato",Sales,32000.0000
"North Miami","Hospitality & Events",33000.0000
"North of Boston","Education (Primary/Secondary)",57000.0000
"North of Portland","Education (Higher Education)",91000.0000
"North of Toronto","Government and Public Administration",78500.0000
"North Plainfield",Nonprofits,72000.0000
"North Platte","Accounting, Banking & Finance",89000.0000
"North Port","Environmental Consulting",61050.0000
"North Port","Government and Public Administration",69000.0000
"North Reading","Engineering or Manufacturing",130000.0000
"North Sydney ",Insurance,81000.0000
"North Wales",Pharmaceutical,147000.0000
"North Wales",Recruitment,50000.0000
"North West",Computing/Tech,34000.0000
Northampton,"Accounting, Banking & Finance",25578.6667
Northampton,Computing/Tech,39666.6667
Northampton,"Education (Higher Education)",79500.0000
Northampton,"Education (Primary/Secondary)",68000.0000
Northampton,"Engineering or Manufacturing",99000.0000
Northampton,"Government and Public Administration",30220.0000
Northampton,Nonprofits,70666.6667
"Northampton ",Computing/Tech,53000.0000
"Northampton ","Education (Primary/Secondary)",22000.0000
"Northampton ",Nonprofits,71000.0000
"Northborough ","Education (Primary/Secondary)",28000.0000
Northbrook,"Accounting, Banking & Finance",86000.0000
Northbrook,"Government and Public Administration",137500.0000
Northbrook,Insurance,105300.0000
Northcentral,Insurance,74000.0000
"Northeast Florida","Property or Construction",75500.0000
"Northeast Ohio","Education (Higher Education)",79800.0000
"Northeast Ohio","Health care",60000.0000
"Northeast Ohio suburb",Library,60000.0000
Northern,Computing/Tech,94000.0000
Northern,"Engineering or Manufacturing",117500.0000
Northern,"Hospitality & Events",128125.0000
Northern,"Media & Digital",144000.0000
"Northern California",Computing/Tech,100000.0000
"Northern Front Range","Education (Primary/Secondary)",65000.0000
"Northern Michigan","Health care",45000.0000
"Northern Ontario","Health care",64000.0000
"Northern Ontario",Nonprofits,44000.0000
"Northern Ontario ",Nonprofits,38975.0000
"Northern Vermont",Nonprofits,70000.0000
"Northern Virginia",Computing/Tech,82000.0000
"Northern Virginia","Engineering or Manufacturing",68000.0000
"Northern Virginia","Government and Public Administration",163000.0000
Northfield,"Accounting, Banking & Finance",35360.0000
Northfield,"Education (Higher Education)",90000.0000
Northfield,"Education (Primary/Secondary)",67900.0000
Northfield,"Engineering or Manufacturing",86000.0000
Northfield,Sales,70000.0000
Northlake,"Engineering or Manufacturing",43000.0000
"Northumberland ","Landed Estate",39000.0000
Northville,"Engineering or Manufacturing",149500.0000
Northwest,Warehousing,60000.0000
"Northwest Chicago suburbs","Engineering or Manufacturing",61003.0000
"Northwest Georgia","Education (Primary/Secondary)",67000.0000
"Northwest Lower MI","Education (Primary/Secondary)",51500.0000
"Norton Shores","Engineering or Manufacturing",85941.0000
Norwalk,"Art & Design",62500.0000
Norwalk,Computing/Tech,100000.0000
Norwalk,"Education (Primary/Secondary)",90000.0000
Norwalk,"Marketing, Advertising & PR",149000.0000
Norwalk,Nonprofits,80000.0000
Norwich,"Accounting, Banking & Finance",9000.0000
Norwich,Computing/Tech,30000.0000
Norwich,"Health care",41258.0000
Norwich,"Leisure, Sport & Tourism",35508.0000
Norwich,"Media & Digital",30000.0000
Norwich,Retail,21000.0000
Norwich,Sales,43000.0000
"Norwich ","Health care",42000.0000
"Norwich ",Insurance,23000.0000
Norwood,"Engineering or Manufacturing",110000.0000
Nottingham,"Business or Consulting",32000.0000
Nottingham,Computing/Tech,52640.0000
Nottingham,"Education (Higher Education)",45583.3333
Nottingham,"Government and Public Administration",21566.6667
Nottingham,"Information Services",21500.0000
Nottingham,Insurance,20300.0000
Nottingham,"Media & Digital",30800.0000
Nottingham,Nonprofits,25097.0000
Nottingham,Translation,50000.0000
Nottingham,"Transport or Logistics",21800.0000
Nottingham,"Utilities & Telecommunications",29500.0000
"Nottingham ",Computing/Tech,37850.0000
"Nottoway ","Government and Public Administration",55000.0000
"Nova Scotia","Government and Public Administration",79000.0000
"Nova Scotia",Retail,27040.0000
Novato,"Accounting, Banking & Finance",57000.0000
Novato,Computing/Tech,117500.0000
Novato,Recruitment,70225.0000
Novi,Computing/Tech,150000.0000
Novi,"Engineering or Manufacturing",87283.3333
Novi,Fintech,110000.0000
"Novi ","Education (Primary/Secondary)",56000.0000
NRW,"Media & Digital",38000.0000
Nuremberg,Computing/Tech,80000.0000
Nuremberg,"Engineering or Manufacturing",82000.0000
Nuremberg,"Real Estate",113000.0000
Nuremberg,Retail,90000.0000
"NW WI","Engineering or Manufacturing",106000.0000
NY,"Accounting, Banking & Finance",35000.0000
NY,"Business or Consulting",119000.0000
NY,Computing/Tech,110000.0000
NY,Law,95000.0000
NY,Nonprofits,57250.0000
NY,Retail,135000.0000
"NY Suburb",Nonprofits,58000.0000
Nyack,Veterinary,25000.0000
O'Fallon,Computing/Tech,90909.0000
O'Fallon,"Government and Public Administration",46450.0000
"Oak Brook","Health care",75000.0000
"Oak Brook","Marketing, Advertising & PR",137000.0000
"Oak Lawn ","Information Services",53000.0000
"Oak Park","Accounting, Banking & Finance",40000.0000
"Oak Ridge",Computing/Tech,110800.0000
"Oak Ridge","Engineering or Manufacturing",157000.0000
"Oak Ridge","Science ",55500.0000
Oakbrook,Recruitment,60000.0000
Oakbrook,Retail,53000.0000
Oakland,Academic,73000.0000
Oakland,"Accounting, Banking & Finance",79333.3333
Oakland,"Art & Design",89500.0000
Oakland,"Business or Consulting",113533.3333
Oakland,Computing/Tech,126327.5000
Oakland,"Education (Higher Education)",90312.5000
Oakland,"Education (Primary/Secondary)",77250.0000
Oakland,"Engineering or Manufacturing",106333.3333
Oakland,Entertainment,63000.0000
Oakland,"Government and Public Administration",102856.0000
Oakland,"Health care",104099.1111
Oakland,"Hospitality & Events",80000.0000
Oakland,Labour,66617.0000
Oakland,Law,114521.7500
Oakland,"Marketing, Advertising & PR",102000.0000
Oakland,"Media & Digital",89000.0000
Oakland,Nonprofits,83703.1579
Oakland,Recruitment,92500.0000
Oakland,Retail,33300.0000
Oakland,"Social Work",56500.0000
Oakland,"Transport or Logistics",97760.0000
"Oakland ","Education (Higher Education)",111000.0000
"Oakland ","Education (Primary/Secondary)",98224.0000
"Oakland ","Engineering or Manufacturing",85000.0000
"Oakland ","Government and Public Administration",81000.0000
"Oakland ","Health care",148274.0000
"Oakland ",Nonprofits,107211.0000
"Oakland ",Sales,105000.0000
Oakville,"Education (Primary/Secondary)",101000.0000
Oakville,"Health care",37500.0000
Oakville,Law,37500.0000
"Ocala ",Nonprofits,41500.0000
Ocean,"Accounting, Banking & Finance",72000.0000
Ocean,"Education (Primary/Secondary)",57000.0000
"Ocean ","Engineering or Manufacturing",92000.0000
"Ocean Springs","Health care",90000.0000
"Ocean Springs",Nonprofits,31000.0000
Oceanside,"Health care",52000.0000
Oconomowoc,Computing/Tech,45760.0000
Ogden,"Accounting, Banking & Finance",98000.0000
Ogden,Computing/Tech,33280.0000
Ogden,"Education (Higher Education)",41600.0000
Ogden,"Education (Primary/Secondary)",72000.0000
Ogden,"Engineering or Manufacturing",38000.0000
Ogden,"Government and Public Administration",47676.0000
Ogden,"Health care",31200.0000
Okanogan,Nonprofits,52000.0000
OKC,Library,56000.0000
"Okemos ",Computing/Tech,36800.0000
Okinawa,"Engineering or Manufacturing",69000.0000
Okinawa,"Marketing, Advertising & PR",30160.0000
Oklahoma,"Accounting, Banking & Finance",85000.0000
Oklahoma,Analytics,56000.0000
Oklahoma,"Art & Design",46800.0000
Oklahoma,"Business or Consulting",137000.0000
Oklahoma,Computing/Tech,82451.4286
Oklahoma,E-learning,47000.0000
Oklahoma,"Education (Higher Education)",57000.0000
Oklahoma,"Education (Primary/Secondary)",45833.3333
Oklahoma,"Engineering or Manufacturing",63440.0000
Oklahoma,"Government and Public Administration",43944.0000
Oklahoma,"Health care",61180.0000
Oklahoma,Insurance,95000.0000
Oklahoma,Law,125000.0000
Oklahoma,Library,42353.5000
Oklahoma,"Marketing, Advertising & PR",88000.0000
Oklahoma,"Media & Digital",98000.0000
Oklahoma,Nonprofits,55452.3333
Oklahoma,"Office Administration",36400.0000
Oklahoma,Recruitment,35360.0000
Oklahoma,Sales,50000.0000
Oklahoma,"Science ",55000.0000
Oklahoma,"Social Work",50000.0000
Oklahoma,"Utilities & Telecommunications",80000.0000
"Oklahoma ","Education (Higher Education)",50000.0000
"Oklahoma ","Engineering or Manufacturing",48000.0000
"Oklahoma ","Government and Public Administration",92500.0000
"Oklahoma ","Hospitality & Events",110000.0000
"Oklahoma ","Library ",53000.0000
"Oklahoma ",Nonprofits,49000.0000
Olathe,"Agriculture or Forestry",47600.0000
Olathe,"Engineering or Manufacturing",106000.0000
Olathe,"Health care",35000.0000
Olathe,"Property or Construction",81000.0000
Olean,Law,53000.0000
Olney,"Education (Primary/Secondary)",57000.0000
Olney,"Health care",108570.0000
Olney,Nonprofits,41800.0000
Olympia,"Accounting, Banking & Finance",110000.0000
Olympia,Computing/Tech,106000.0000
Olympia,"Education (Higher Education)",84500.0000
Olympia,"Education (Other)",84000.0000
Olympia,"Government and Public Administration",89249.0769
Olympia,"Health care",102941.0000
Olympia,"Marketing, Advertising & PR",69000.0000
Olympia,Nonprofits,31200.0000
"Olympia ",Computing/Tech,118560.0000
"Olympia ","Government and Public Administration",125000.0000
"Olympia ","Health care",56000.0000
"Olympic Peninsula",Nonprofits,36000.0000
Omaha,"Accounting, Banking & Finance",73800.0000
Omaha,"Agriculture or Forestry",69750.0000
Omaha,"Animal Welfare",32489.0000
Omaha,"Art & Design",40000.0000
Omaha,"Biomedical Research",112500.0000
Omaha,Computing/Tech,95643.6364
Omaha,Construction,48000.0000
Omaha,"Cosmetology ",80000.0000
Omaha,"Education (Higher Education)",66647.8889
Omaha,"Education (Primary/Secondary)",57900.0000
Omaha,"Engineering or Manufacturing",90333.3333
Omaha,"Government and Public Administration",47025.6667
Omaha,"Health care",72900.0000
Omaha,"Hospitality & Events",56797.5000
Omaha,Insurance,53250.0000
Omaha,Law,84500.0000
Omaha,"Marketing, Advertising & PR",68000.0000
Omaha,"Media & Digital",39520.0000
Omaha,Nonprofits,62078.8000
Omaha,Retail,38250.0000
Omaha,"Transport or Logistics",55000.0000
"Omaha ",Nonprofits,63310.0000
